Name,Description
Android Native App Development. Creating Offline Enabled Application,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application Development with the SAP Cloud Platform SDK for Android. This tutorial is number 5/7 and details the steps involved in generating a sample offline enabled application with the SDK Wizard.</p>

<p><br />
<strong>Goals:</strong></p>

<ul>
	<li>Generate and demonstrate an offline enabled application with the SDK Wizard</li>
</ul>

<p><br />
<strong>Keywords:&nbsp;</strong>SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Android Native App Development. Creating a Sample Application with SDK Wizard,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application Development with the SAP Cloud Platform SDK for Android. This tutorial is number 3/7 and details the steps involved in generating a sample application with the SDK Wizard.</p>

<p>&nbsp;</p>

<p><strong>Keywords:&nbsp;</strong>SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Android Native App Development. Implement Additional Features,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application Development with the SAP Cloud Platform SDK for Android. This tutorial is number 4/7 and examines how generated boilerplate code can be edited to add new features.</p>

<p><br />
<strong>Goals:</strong></p>

<ul>
	<li>Change the generated source code to implement additional features to the SDK Wizard created code</li>
</ul>

<p><br />
<strong>Keywords:</strong>&nbsp;SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Android Native App Development. Introduction,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application Development with the SAP Cloud Platform SDK for Android. This tutorial is number 2/7 and provides a brief introduction and overview to the Cloud Platform SDK for Android.</p>

<p><br />
<strong>Goals:</strong></p>

<ul>
	<li>&nbsp;Get to know the Product fundamentals</li>
</ul>

<p><br />
<strong>Keywords:</strong>&nbsp;SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Android Native App Development. Logging and Tracing Capabilities,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application Development with the SAP Cloud Platform SDK for Android. This tutorial is number 7/7 and provides a brief look at how logging works with the generated applications and how we can view them in Mobile Services.</p>

<p><br />
<strong>Goals:</strong></p>

<ul>
	<li>Learn about the logging capabilities in our Android Application</li>
</ul>

<p><br />
<strong>Keywords:&nbsp;</strong>SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Android Native App Development. Prerequisites,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application</p>

<p><br />
<strong>Goals:</strong></p>

<ul>
	<li>Validate prerequisites for SDK use</li>
</ul>

<p><strong>Keywords:</strong>&nbsp;SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Android Native App Development. Push Notifications,"<p>This recording belongs to a set of tutorials to learn fundamentals for Native Android Application Development with the SAP Cloud Platform SDK for Android. This tutorial is number 6/7 and details the steps involved in implementing push notifications with Google&rsquo;s Firebase.</p>

<p><br />
<strong>Goals:</strong></p>

<ul>
	<li>Implement push notifications</li>
</ul>

<p><br />
<strong>Keywords:&nbsp;</strong>SCP, HCP, SCPms, HCPms, mobile, platform, cockpit, Neo, SDK, offline, apps, push, notification, authentication, IAS, identity, provider, provisioning, IdP, logging, tracing, iOS, Android, native, hybrid, SAML, OAuth, certificate, assertion, logs, traces, DevOps, CF, Cloud Foundry, CI/CD</p>"
Anticipating Your SAP S/4HANA Conversion by Reviewing Potential Showstoppers – S4HOP_03,"<p>This live session, in the context of an SAP S/4HANA conversion scenario, will help you to prepare your project plan, anticipate potential showstoppers and learn best practices related to an SAP S/4HANA conversion.<br />
*This session will cover an overview of the following topics:<br />
*SAP S/4HANA Conversion &ndash; The Essentials<br />
*High level checklist of your landscape, and proposed template<br />
*System prerequisites (e.g. Unicode, HANA 2. 0&hellip;etc.)<br />
*Major Simplification Items (e.g. Finance, CVI etc.)<br />
*Lesson Learned and Next Steps<br />
*This offer is exclusive for Enterprise Customers*</p>"
Application Lifecycle Management Value Map,"<p>This value map will enable SAP Enterprise Support customers to setup SAP Solution Manager and use it for Application Lifecycle Management.</p>

<p>This value map guides users on setup, process management, custom code management, application operations, business process operations and change control management.</p>

<p><span lang=""EN"" style=""font-size:8.0pt""><span style=""background:white""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#999999"">Tags: value maps, value map, es value maps, enterprise support value maps, ES VM, Enterprise Support Value Maps, ES VMs, VM, VMs, vm, vms</span></span></span></span></p>"
Application Lifecycle Management and Customer Support,"<p>SAP has recently announced the new ALM offering SAP Cloud ALM as part of the SAP support offerings.&nbsp;In the following serie of videos, you will learn more about the new offering and how it relates to the well-established SAP Solution Manager&nbsp;and the next-generation Built-in Support.</p>

<ul>
	<li>
	<p>Part 1: ALM Roadmap</p>
	</li>
	<li>
	<p>Part 2: SAP Cloud ALM</p>
	</li>
	<li>
	<p>Part 3: Implementation Portal for S/4HANA Cloud - in SAP Cloud ALM</p>
	</li>
	<li>
	<p>Part 4: How SAP Cloud ALM and SAP Solution Manager are related</p>
	</li>
	<li>
	<p>Part 5.1: SAP Solution Manager Roadmap - Updates</p>
	</li>
	<li>
	<p>Part 5.2: SAP Solution Manager Roadmap - Outlook</p>
	</li>
	<li>
	<p>Part 5.3: SAP Solution Manager and SAP S/4HANA</p>
	</li>
	<li>
	<p>Part 5.4: Integrated process flow in requirements to deploy</p>
	</li>
	<li>
	<p>Part 6: Built-in Support</p>
	</li>
	<li>
	<p>Part 7: Summary</p>
	</li>
</ul>"
Application Lifecycle Management with SAP Solution Manager 7.1,"SAP Active Global Support has developed a methodology to engage proactively and efficiently with our customers. SAP Solution Manager 7.1 is the only integrated end-to-end orchestration platform for accelerating innovation, application lifecycle management, and improving operation quality while lowering costs.  Goals:  how you can use SAP Solution Manager for the different processes of the application management lifecycle (according to ITIL).understand the full scope of capabilities that are available for you as part of your SAP support engagement."
Application Lifecycle Management: Jump Start,"<p>This EGI enables you to use the major functionalities of ALM with SAP solution Manager. The SAP Best Practice Content enables starting with an overall Application Management It supports all ALM Phases - requirements, design, build, test, deploy</p>"
Application Monitoring and Business Process Monitoring for SAP S/4HANA on premise,"<p>It is important to detect deviations in your application and business process operations and to act on these quickly to ensure your business runs without disruptions.</p>

<p>After completing this program you will understand the Monitoring and Alerting Infrastructure and the functionalities in system monitoring, integration monitoring and business process monitoring, and you will have applied the Monitoring and Alerting Infrastructure and completed a running pilot for System Monitoring. You will understand Integration Monitoring and Business Process Monitoring and be able to complete the setup of these.</p>

<p>This is relevant both for preparing for an SAP S/4HANA migration and also for your running SAP S/4HANA system.</p>

<p><u>Goals:</u></p>

<ul>
	<li>Explain Monitoring and Alerting Infrastructure, System Monitoring, Integration Monitoring&nbsp; and Business Process Monitoring</li>
	<li>Guide you in setting up Monitoring and Alerting Infrastructure, System Monitoring, Integration Monitoring&nbsp; and Business Process Monitoring</li>
	<li>By the end of the program you will have setup your Monitoring and Alerting Infrastructure with a running pilot in your productive systems on System Monitoring</li>
	<li>You will have the needed knowledge to leverage Integration Monitoring and Business Process Monitoring</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>SAP Basis consultant</p>
	</li>
	<li>
	<p>SAP Operations Architect</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>You need to have done all managed system configuration and basic configuration in SAP Solution Manager.</p>
	</li>
</ul>"
